Bedroom,Bathroom,Den,Address,Lat,Long,Price
1,1,0,"55 Bremner Blvd, Toronto, ON M5J 0A6, Canada",43.6428849,-79.3806168,2300
2,2,0,"30 Grand Trunk Crescent, Toronto, ON M5J 3A4, Canada",43.642282,-79.3828265,3000
2,2,0,"Water Walk Dr, Markham, ON L3R, Canada",43.85631,-79.3286298,2500
1,1,0,", Toronto M5J 2L7 ON, Canada",43.6455289,-79.3837757,1500
1,1,0,"14 York St, M5J2Z2, Toronto, ON",43.6419081,-79.3817798,2050
2,2,0,"625 King St W, Toronto, ON M5V 1M5, Canada",43.6439877,-79.4014038,2800
3,2.5,0,"373 D'Arcy St, Cobourg, ON K9A 4A6, Canada",43.965673,-78.1577347,1800
1,1,0,"285 King St W, Cobourg, ON K9A 2N4, Canada",43.958753,-78.1772499,1050
2,2,0,"121 Allan St, Oakville, ON L6J 3N3, Canada",43.4497718,-79.6652527,2200
1,1,0,"26 Victoria Square, Colborne, ON K0K 1S0, Canada",44.0060219,-77.8881524,1000
1,1,0,"15 Dundonald St, Toronto, ON M4Y 1K4, Canada",43.6658263,-79.3839939,1860
1,1,1,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,2350
3,2,0,"l6x1k5, Canada",43.6848515,-79.7755577,1900
2,3,0,"210 Victoria St #400, Toronto, ON M5B 2R3, Canada",43.6546239,-79.3790756,2800
1,1,0,"154 Bathurst, Toronto M5V 2R3 ON",43.6459543,-79.4039853,1800
3,1,0,"89 McGill Street, Toronto, ON, M5B 0B1",43.6606054,-79.3786354,3200
2,1,0,"70 Queens Wharf Rd, Toronto, ON M5V 0J2, Canada",43.6400685,-79.3999604,2800
1,1,0,", Toronto M5V3P5 ON, Canada",43.6450503,-79.3913411,3000
1,1,0,"89  Isabella Street, Toronto, ON, M4Y 1N8",43.6683764,-79.3806431,1900
1,1,0,"2170 Lakeshore Road, Burlington, ON, L7R 1A5",43.3277142,-79.7889643,1425
2,1,0,", Toronto M5H 2N2 ON, Canada",43.6525485,-79.3835118,2200
1,1,0,", Toronto M6h 2z5 ON, Canada",43.6591925,-79.4308293,1650
1,1,0,", M5N1z1, Toronto, ON",43.717321,-79.42485,900
1,1,0,"60 Annie Craig, M8V1A1, Toronto, ON",43.6249946,-79.4790453,2200
1,1,1,"1030 King Street west, toronto M6K 0B4 ON",43.641579,-79.4159028,2350
1,1,0,"629 King St W, Toronto, ON M5V 0G9, Canada",43.6439387,-79.4014775,1900
1,1,1,"87 Peter St, Toronto, ON M5V 0P1, Canada",43.6469441,-79.3923973,2400
1,1,0,"10 Capreol Ct, Toronto, ON M5V 4B3, Canada",43.6402232,-79.395951,2200
1,1,0,"10157 yonge st, Richmond hill L4C1T5 ON",43.8751012,-79.4377534,1300
2,2,0,"8 Telegram Mews, Toronto, ON M5V 3Z5, Canada",43.6404783,-79.3949699,3130
1,1,0,", Toronto L6a4y1 ON, Canada",43.653226,-79.3831843,2000
1,1,0,"101 Peter St, Toronto, ON M5V 0G6, Canada",43.6475126,-79.3927022,3750
2,2,0,"5 Hanna Ave, Toronto, ON M6K 0B3, Canada",43.6374534,-79.4183866,2500
1,1,0,", Toronto  M5A4S3 ON, Canada",43.6525889,-79.3677193,1500
1,1,0,", Toronto  M5A4S3 ON, Canada",43.6525889,-79.3677193,1600
1,1,0,"125 Railroad St, Brampton, ON, L6X 1H1",43.683063,-79.771759,1025
1,1,1,"10 Navy Wharf Ct, Toronto, ON M5V 3V2, Canada",43.6404402,-79.3918535,2550
1,1,0,"12 York Street, M5J 2Z2, Toronto, ON",43.6418726,-79.3819064,3300
1,1,0,"565 Sherbourne St, Toronto, ON M4X 1W7, Canada",43.6701586,-79.3756379,1450
1,1,0,"12 York St, Toronto, ON M5J 2Z2, Canada",43.6418726,-79.3819064,3300
1,1,1,"17 Dundonald St., M4Y 1K3, Toronto, ON",43.6659283,-79.383465,2680
1,1,1,"Adelaide St E, Toronto, ON, Canada, M5A 1N4",43.6524993,-79.3669609,2300
2,1,0,"14 York St, Toronto, ON M5J 0B1, Canada",43.6419081,-79.3817798,2600
1,1,0,", Toronto M8V 1M4 ON, Canada",43.5971347,-79.5232832,1000
1,1,1,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6527574,-79.3665108,2300
2,1,0,"M5V1E7, Canada",43.6430555,-79.3961791,1700
2,2,0,"215 Fort York Blvd, Toronto, ON M5V 4A2, Canada",43.6363456,-79.404535,2800
1,1,1,"33 Shore Breeze Drive, Etobicoke, ON M8V 1A1, Canada",43.6238212,-79.4787279,2100
1,1,0,", Toronto M5v3z5 ON, Canada",43.640526,-79.3949037,1600
3,3,0,"10 Glen Rd, Toronto, ON, M4X 1M5",43.6715933,-79.3750834,4500
1,1,0,", Toronto Downtown M5T 1M9 ON, Canada",43.6569138,-79.3945078,1200
2,1,0,"l6x1k5, Canada",43.6848515,-79.7755577,1450
1,1,0,"20 Blue Jays Way, M5V 3W6, TORONTO, ON",43.6438459,-79.391824,2400
1,1,0,", Markham L3P1N3 ON, Canada",43.8777664,-79.2624698,1750
1,2,1,"120 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.653978,-79.3541341,2350
3,1.5,0,"1275 Elgin Street, Burlington, ON, L7S 1E2",43.320557,-79.803979,1850
1,1,0,"40 Homewood Ave, Toronto, ON M4Y 2K2, Canada",43.6641794,-79.3755059,1700
1,1,0,"20 Blue Jays Way, M5V3W6, Toronto, ON",43.6438459,-79.391824,2400
1,1.5,1,"36 Blue Jays Way, Toronto, ON M5V 3T3, Canada",43.6449299,-79.3921465,2650
2,1,0,"99 McGill St, Toronto, ON M5B 1H5, Canada",43.6605397,-79.3786617,2700
1,1,0,"Toronto, ON M5R3H3, Canada",43.6755072,-79.4150009,1100
1,1,0,"328 Bayview Ave, Toronto, ON M5A 3R4, Canada",43.6592176,-79.3557961,1600
2,2,0,"5 St. Joseph, M4Y0B6, Toronto, ON",43.6657528,-79.3855792,3200
3,1,0,"36 Richmond St E, Oshawa, ON L1G 1E5, Canada",43.8997803,-78.8630636,1650
2,1,0,", TORONTO  M4T 1P3 ON, Canada",43.6904633,-79.3815764,36900
1,1,0,", Toronto M5V 2P1 ON, Canada",43.6410109,-79.4012807,2100
2,1,0,", Toronto m5a0j3 ON, Canada",43.653226,-79.3831843,2000
2,2,0,"17 Kenaston Gardens, North York, ON M2K 0B9, Canada",43.7658605,-79.3855003,2600
1,1,0,"25 Capreol Ct, Toronto, ON M5V 3Z7, Canada",43.6407261,-79.3955671,1950
3,2,0,", toronto M5V 3z4 ON, Canada",43.6410122,-79.3949476,6000
1,1,0,"36 Lisgar St, Toronto, ON M6J 0A9, Canada",43.6415965,-79.4234431,850
1,1,0,"65 May St, Toronto, ON M4W 2X9, Canada",43.6790427,-79.3765346,2350
1,1,0,"75 St Nicholas St, Toronto, ON M4Y 0A5, Canada",43.6676141,-79.3864589,2500
2,1,0,"123 Bloor St W, Oshawa, ON L1J 1P5, Canada",43.8791605,-78.8602488,1295
1,1,0,"Toronto, ON M6H 3E8, Canada",43.662091,-79.4332913,935
1,1,0,"150 East Liberty, M6K3R5, Toronto, ON",43.6387639,-79.4162418,2200
3,2,0,", M1L0B3, Toronto, ON",43.7038237,-79.2717186,1700
1,1,1,", Toronto M5A3X2 ON, Canada",43.6573918,-79.3703149,1650
1,1,0,"126 Simcoe St, Toronto, ON M5V 0H5, Canada",43.6489727,-79.3872946,2100
2,2,0,"Bay St, Toronto, ON, Canada",43.6572984,-79.3843645,1500
1,1,0,", Toronto M5B2M2 ON, Canada",43.659534,-79.3773535,2000
1,1,0,"62 Suncrest Blvd, Thornhill, ON L3T 7Y1, Canada",43.8415157,-79.3928791,1700
2,1.5,0,"633 Bay St, Toronto, ON M5G 2G4, Canada",43.6568825,-79.3835616,3000
1,1,1,"1 King St W, Toronto, ON M5H 1A1, Canada",43.6488576,-79.3781453,2750
2,2,0,"399 Adelaide St W, Toronto, ON M5V 1S1, Canada",43.6461884,-79.3972358,3950
1,1,0,"One King Street West, 1 King St W, Toronto, ON M5H 1A1, Canada",43.64894,-79.378086,2390
1,1,0,"Toronto, ON M6H 3E8, Canada",43.662091,-79.4332913,935
1,1,0,"126 Simcoe St, Toronto, ON M5V 0H5, Canada",43.6489727,-79.3872946,2150
3,2,0,"14 York St, Toronto, ON M5J 0B1, Canada",43.6419081,-79.3817798,4900
2,1,0,"1280 Rue Saint-Marc, Montréal, QC H3H 2G1, Canada",45.4925108,-73.5802928,1475
1,1,0,", Toronto  M5R 1B7 ON, Canada",43.6709659,-79.3905934,3620
1,1,0,", Toronto M6H 3J6 ON, Canada",43.6672287,-79.4375116,1600
1,1,0,"Tom Riley Park, 3216 Bloor St W, Etobicoke, ON M8X 1Z4, Canada",43.6471746,-79.5202966,1950
2,2,0,"120 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.653978,-79.3541341,2800
1,1,0,", Toronto M5E 0B7 ON, Canada",43.6494165,-79.3745473,1900
1,1,1,"9 George St N, Brampton, ON L6X 0T6, Canada",43.6852857,-79.7614922,1900
1,1,0,"Victoria St, Toronto, ON M5B 2R3, Canada",43.6547038,-79.3789125,1980
1,1,0,", Toronto M5B 2K3 ON, Canada",43.6578373,-79.3806087,800
1,1,0,"1089 Dovercourt Rd, Toronto, ON M6H 2X7, Canada",43.6694569,-79.432457,1509
2,2.5,0,"311 Bay St, Toronto, ON M5H 4G5, Canada",43.6497827,-79.3804402,9750
1,1,0,"21 widmer, M5V2E8, toronto, ON",43.6472259,-79.3911003,2500
1,1,0,"290 Adelaide street west, toronto M5V1P6 ON",43.64787,-79.391138,2200
1,1,0,"38 Western Battery Rd, Toronto, ON M6K 3P1, Canada",43.6396381,-79.4131037,1700
2,1,0,", L7S 1H7, Burlington, ON",43.3267271,-79.8021823,2500
1,2,1,"225 Sackville St, Toronto, ON M5A 0B9, Canada",43.6598236,-79.3627273,2475
1,1,0,"25 Lower Simcoe St, Toronto, ON M5J 3A1, Canada",43.6415283,-79.3833016,2400
1,1,0,"70 Princeton Ave, M4B2R6, EAST YORK, ON",43.7093349,-79.3416638,1200
1,1,0,", Toronto M5H 4C7 ON, Canada",43.6487423,-79.3784972,1600
3,2,0,"L4K 0G3, Canada",43.795462,-79.521097,2000
2,2,0,"85 Queens Wharf road, M5V0J9, Toronto, ON",43.6387842,-79.3988635,3200
2,1,0,"120 Homewood Ave, Toronto, ON M4Y 1J4, Canada",43.6667515,-79.3762355,2699
2,1,0,"205 Sherway Gardens Rd, Etobicoke, ON M9C 0A5, Canada",43.6092724,-79.557008,2300
1,1,0,"Toronto, M5R 2L6, Toronto, ON, Canada",43.6739622,-79.4016325,1800
1,1,0,"210 Victoria St, Toronto, ON M5B 2R3, Canada",43.6546239,-79.3790756,2250
2,2,0,"1080 Bay St, Toronto, ON M5S 0A5, Canada",43.6669805,-79.3888889,3500
2,1,0,"88 Harbour St, Toronto, ON M5J 0C3, Canada",43.6417851,-79.3790058,2600
1,1,1,"88 Harbour St, Toronto, ON M5J 0C3, Canada",43.6417851,-79.3790058,2600
1,1,0,", North York M2N6Z9 ON, Canada",43.7697905,-79.4160562,1700
2,2,0,", TORONTO M4Y 3B2 ON, Canada",43.665234,-79.3839957,3300
1,1,0,"150 Elizabeth St, Toronto, ON M5G 0A9, Canada",43.6565308,-79.3860049,1550
1,2,1,"2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",43.6274471,-79.4783741,99
1,1,0,"M5T3J9, Canada",43.6544346,-79.3905934,2400
2,2,0,"21 Upper Duke Crescent, Unionville, ON L6G 0B6, Canada",43.84968,-79.3284796,2300
1,1,0,", Burlington L7S 1H7 ON, Canada",43.3267271,-79.8021823,1475
1,1,1,"25 Telegram Mews, Toronto, ON M5V 3Z1, Canada",43.6409179,-79.3939821,2200
1,1,0,", North York M2M 4M2 ON, Canada",43.7959865,-79.4158363,1600
3,1,0,"Harris, whitby L1H 2l7 ON, Canada",43.8884619,-78.955097,1550
1,1,0,"75 St Nicholas St, Toronto, ON M4Y 0A5, Canada",43.6676141,-79.3864589,2099
1,1,1,", Markham, ON, Canada",43.8561002,-79.3370188,2000
1,1,0,"Markham, ON L3R9W1",43.8569862,-79.324551,1900
1,1,1,"1235 Bayly Street, Pickering l1w 1l7 ON",43.8275826,-79.0913806,1700
1,1,0,"5 Mariner Terrace, Toronto, ON M5V 3V6, Canada",43.6397355,-79.3904175,2200
1,1.5,0,"3600 Av du Parc, Montréal, QC H2X 2J1, Canada",45.5105659,-73.5763854,1953
2,2,0,"8 Mercer St, Toronto, ON M5V 0C4, Canada",43.6460058,-79.3899085,3050
2,1.5,0,", M5V 1R4, Toronto, ON",43.6476349,-79.3924836,1200
1,1,0,", toronto m4b2z5 ON, Canada",43.70519,-79.3238468,700
1,1,1,"10 York St, Toronto, ON M5J 0E1, Canada",43.6410868,-79.3814048,2450
1,1,1,"87 Peter St, Toronto, ON M5V 2G4, Canada",43.6469441,-79.3923973,2250
1,1,0,", Toronto  M5a3x2  ON, Canada",43.6573918,-79.3703149,1500
1,1,0,", Toronto M6N 3G8 ON, Canada",43.6774284,-79.4579072,1000
1,1,0,"297 College Street, M5T 1S2, Toronto, ON",43.6575473,-79.4014643,2050
1,1,0,"33 Harbour Square, Toronto, ON M5J 2G4, Canada",43.6397558,-79.3772708,2400
1,1,0,"4k Spadina - NEO building, M5V3Y9, 4k Spadina Ave, ON",43.6409127,-79.3939235,1900
1,1,1,"87 Peter St, Toronto, ON M5V 2G4, Canada",43.6469441,-79.3923973,2250
2,2,0,", Toronto M5E 1W5 ON",43.6459244,-79.3753299,1500
1,1,0,", Downtoen Toronto M5V0c8 ON, Canada",43.6385923,-79.4009948,1900
1,1,0,"210 Victoria St, Toronto, ON M5B 2R3, Canada",43.6546239,-79.3790756,2250
2,2,0,"170 Bayview Ave, Toronto, ON M5A 0G4, Canada",43.6551919,-79.3539119,3000
1,2,0,"253 College St #253, Toronto, ON M5T 1R5, Canada",43.6577965,-79.3989649,1850
1,1,0,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6527574,-79.3665108,2050
1,1,0,"M5S, Canada",43.6626956,-79.4000493,1000
1,1,0,"70 Queens Wharf Rd, Toronto, ON M5V 0E4, Canada",43.6385213,-79.3994638,2450
1,1,1,"John St &amp; King St W, Toronto, ON M5V 0C4, Canada",43.6465174,-79.3872066,3600
1,1,0,"30 Nelson St, Toronto, ON M5V 0H5, Canada",43.6490235,-79.3884001,2200
1,1,0,"21 Grand Magazine St, Toronto, ON M5V 1B5, Canada",43.6364097,-79.4020034,1800
2,2,0,"18 Yonge St, M5E1Z8, TORONTO, ON",43.6444084,-79.3765617,3000
2,2,0,"10 York St, Toronto, ON M5J 2L9, Canada",43.6410868,-79.3814048,3150
1,1,0,", toronto M5V 1J1 ON, Canada",43.6418699,-79.3898457,1350
2,2,0,"39 Queens Quay E, Toronto, ON M5E 0A5, Canada",43.6416207,-79.3717276,3250
2,2,0,"1270 Maple Crossing Blvd, Burlington, ON L7S 2J3, Canada",43.3227584,-79.8071317,2000
1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,1950
1,2,1,"8081 Birchmount Rd, Markham, ON L6G 1B3, Canada",43.8497521,-79.3246663,1800
1,1,0,"5 Rose Ave, Toronto, ON M4X 1N6, Canada",43.6658208,-79.3698808,2100
1,1,0,"310 Dundas St, London, ON N6B 3R6, Canada",42.9857671,-81.243808,1235
2,2,0,"770 Bay St, Toronto, ON M5G 0A6, Canada",43.6601367,-79.3858692,2950
1,1,0,", Toronto M5T 2N7 ON, Canada",43.6554292,-79.4040073,1050
1,1,0,", Toronto M6k1z4 ON, Canada",43.6371775,-79.4269604,1300
1,1,0,", Toronto M4j1l7 ON, Canada",43.6801285,-79.3401308,1275
1,1,0,", Toronto M5c2h4 ON, Canada",43.6521692,-79.3723385,1000
1,1,0,"127 Queen St E, Toronto, ON M5C 1S1, Canada",43.6535202,-79.3737702,2100
1,1,1,"M4Y0C4, Canada",56.130366,-106.346771,1830
1,1,0,"7 Dempster St, Scarborough, ON M1T 2T3, Canada",43.780021,-79.2948144,1200
1,1,0,"28 Wellesley St E, Toronto, ON M4Y, Canada",43.6655881,-79.383028,2200
1,1,0,"28 Wellesley St E, Toronto, ON M4Y, Canada",43.6655881,-79.383028,1850
1,1,0,"University Ave, Toronto, ON M5G 1S9, Canada",43.6538857,-79.3880868,2100
2,1.5,0,"8 The Esplanade, Toronto, ON M5E 0A6, Canada",43.6460983,-79.3760549,2600
1,1,0,"Brant St, Toronto, ON M5V, Canada",43.6462197,-79.3981256,2175
2,2,0,", toronto m9w 1z8 ON, Canada",43.7181688,-79.5619244,1800
2,2,0,"30 Nelson St, Toronto, ON M5V 0H5, Canada",43.6490235,-79.3884001,4500
1,1,0,"353 Queen St W, Toronto, ON M5V 2A4, Canada",43.6494054,-79.3927116,2000
1,1,0,", Toronto M5V0J3 ON, Canada",43.653226,-79.3831843,2175
1,1,0,"4 K Spadina Ave, Toronto, ON M5V 3Z9, Canada",43.6409222,-79.393983,1900
1,1.5,1,"38 Dan Leckie Way, Toronto, ON M5V 2V6, Canada",43.6375098,-79.3977774,2400
1,1,1,"295 Adelaide St W, Toronto, ON M5V 0L4, Canada",43.6476273,-79.3904081,2600
1,1,0,"25 Stafford St, Toronto, ON M5V 0G3, Canada",43.6418738,-79.4103246,2100
1,1,0,", Toronto m5v3a6 ON, Canada",43.6384911,-79.3909892,2100
1,1,0,"126 Simcoe St, Toronto, ON M5V 0H5, Canada",43.6489727,-79.3872946,2200
1,1,0,"40 Alexander St, Toronto, ON M4Y 1B5, Canada",43.6635722,-79.3819958,1725
2,2,0,"920 5 Ave SW, Calgary, AB T2P 5P6, Canada",51.0491572,-114.0822146,2500
1,1,0,"44 Huntley St, Toronto, ON M4Y 2L1, Canada",43.6701358,-79.3787108,1200
3,3,0,"397 Front St W, Toronto, ON M5V 3S1, Canada",43.6425685,-79.3934596,4900
1,1,0,"608 Richmond St W, Toronto, ON M5V 1Y9, Canada",43.6468075,-79.4027979,2150
1,1,0,"200 Sackville St, Toronto, ON M5A 3H1, Canada",43.658981,-79.362919,2600
2,1,0,", Toronto M4C2M4 ON, Canada",43.6923489,-79.3196212,2000
1,2,1,"2121 Lake Shore Blvd W, Etobicoke, ON M8V 4E9, Canada",43.6274471,-79.4783741,2400
1,1,0,", Toronto M5B1Y6 ON, Canada",43.6544596,-79.3758138,1700
2,1,0,"Bathurst St, Toronto, ON M5S 2P9, Canada",43.6582784,-79.4084366,600
2,1,0,"M5V, Canada",43.6289467,-79.3944199,3200
1,1,0,"Dundas St W #401, Toronto, ON M6R 1X7, Canada",43.6535096,-79.3946201,1400
1,1,0,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6527574,-79.3665108,2300
1,1,0,"Bloor and Parliament Street, M4X1R3, Toronto, ON, Canada",43.6720333,-79.370728,2800
2,1,0,"M9B 1B3, Canada",43.6356022,-79.5412007,2400
1,1,0,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.6418064,-79.3789807,2300
1,1,0,"100 Harbour St, Toronto, ON M5J 1B7, Canada",43.6418064,-79.3789807,1800
2,1,0,", Toronto M5T 0A9 ON, Canada",43.6525195,-79.3890778,3700
1,1,1,"3 Navy Wharf Ct, Toronto, ON M5V 3V1, Canada",43.6402671,-79.3910061,2500
1,1,0,"38 Elm St, Toronto, ON M5G 2K5, Canada",43.6575994,-79.38364,2300
2,2,0,"54 Alanson St, Hamilton, ON L8N 1W5, Canada",43.2464154,-79.8541384,1950
1,1,0,"Downtown, Toronto, ON, Canada, M5X1K6",43.6486599,-79.3815764,900
1,1,0,"365 Church Street, M5B 1Z9, Toronto, ON",43.660846,-79.3787556,1800
3,2,0,"225 Mutual St, Toronto, ON M5B 2B4, Canada",43.6616535,-79.3775582,3999
3,1,0,"30 Leitch Ave, North York, ON M3J 3P2, Canada",43.766969,-79.4967538,2500
1,1,0,", Toronto M5T 2N7 ON, Canada",43.6554292,-79.4040073,1050
1,1,0,"460 Adelaide St E, Toronto, ON M5A 1N4, Canada",43.6527574,-79.3665108,2000
1,1,0,"155 Wellington St W, Toronto, ON M5V 3K7, Canada",43.6455947,-79.386063,2000
1,1,0,"39 Brant St, Toronto, ON M5V 1S7, Canada",43.6464336,-79.3978064,2500
2,2,0,"21 Carlton St, Toronto, ON M5B 1L3, Canada",43.6611027,-79.3821061,2800
1,1,1,"M5V3Z7, Canada",43.6408637,-79.3957393,2350
1,1,0,"L6Z3M4, Canada",43.7414078,-79.8160169,900
1,1,0,"426 University Ave, Toronto, ON M5G 1S9, Canada",43.6539487,-79.3885701,2100
1,1,0,", Downtown Toronto M5C 2V9 ON, Canada",43.6503241,-79.3779693,1400
1,1,0,"Dan Leckie Way, Toronto, ON M5V, Canada",43.6384219,-79.3975956,2000
1,1,0,"168 Simcoe St, Toronto, ON M5H 4C9, Canada",43.6500917,-79.3873738,3200
1,1,0,"200 Bay St, Toronto, ON M5J 2T6, Canada",43.6465162,-79.3800596,1000
2,2,0,"435 Richmond St W, Toronto, ON M5V 1X9, Canada",43.6476244,-79.3968608,2850
1,1,0,", Toronto M4B 1B3 ON",43.7004274,-79.2961132,1000
1,1,0,"375 King St W, Toronto, ON M5V 1K1, Canada",43.645641,-79.3929534,2400
2,2,0,"88 Park Lawn Rd, Etobicoke, ON M8Y 0B6, Canada",43.6240747,-79.4849171,2350
2,1,0,"355 South Park Rd, Thornhill, ON L3T 7W2, Canada",43.8378274,-79.3879043,2300
1,1,0,"55 Bremner Blvd, Toronto, ON M5J 0A6, Canada",43.6428849,-79.3806168,2300
1,1,0,"L6A0C6, Canada",43.8786049,-79.4879649,2400
1,1.5,1,"99 McGill St, Toronto, ON M5B 1H5, Canada",43.6605397,-79.3786617,2300
2,2,0,"Water Walk Dr, Markham, ON L3R, Canada",43.85631,-79.3286298,2400
1,1,1,"7 King St E, Toronto, ON M5C 3C5, Canada",43.6490665,-79.37693,2500
2,1,0,"M5R3A3, Canada",43.6757718,-79.4114831,1500
1,1,1,"5365 Dundas St W, Etobicoke, ON M9B 1B1, Canada",43.6358692,-79.5401518,1800
1,1,0,"70 Temperance St, Toronto, ON M5H 0B1, Canada",43.6505597,-79.3820722,2200
2,2,0,", toronto m1m4j3 ON, Canada",43.653226,-79.3831843,1750
1,1,1,"King St E, Toronto, ON M5A 1L4, Canada",43.6547882,-79.3597037,1000
1,1.5,1,"38 Dan Leckie Way, Toronto, ON M5V 4B2, Canada",43.6381439,-79.39751,2400
1,1,0,"Queens Quay E, Toronto, ON M5A 1B4, Canada",43.6447757,-79.3665735,4000
1,1,0,", toronto m5b 2m3 ON, Canada",43.661091,-79.3825001,1600
1,1,0,"8 York St, Toronto, ON M5J 2Y2, Canada",43.6406456,-79.380939,4000
3,2,0,"21 Widmer St, Toronto, ON M5V 0B8, Canada",43.6472259,-79.3911003,8000
1,1,1,"1235 Bayly St, Pickering, ON L1W 1L7, Canada",43.8275826,-79.0913806,1700
1,1,0,"140 Kingston Rd #301, Toronto, ON M4L 1S7, Canada",43.670726,-79.3107743,950
1,1,0,", M5A 2V3, Toronto, ON",43.6542281,-79.3670154,700
1,1,0,"39 Queens Quay E, Toronto, ON M5E 0A5, Canada",43.6416207,-79.3717276,2700
1,1,0,", Toronto M5G 1B1 ON",43.6547234,-79.3814004,700
1,2,1,"38 Cedarland Dr, Markham, ON L6G 1E3, Canada",43.8518852,-79.336294,1900
2,2,0,", M9B 1B1, Etobicoke, ON",43.6372559,-79.5382147,2500
1,1,0,"Dundas &amp; Shuter, M5B2R3, Toronto, ON",43.6547069,-79.379245,1650
1,1,0,", Toronto M5S1H8  ON, Canada",43.6655297,-79.3954754,1000
1,1,0,"Maud St, Toronto, ON M5V 2M5, Canada",43.6465801,-79.3998612,1199
1,1,0,"M4Y1T1, Canada",43.6691213,-79.3847434,1500
2,1.5,0,"12 York St, Toronto, ON M5J 2Z2, Canada",43.6418726,-79.3819064,3200
2,2,0,"20 Bruyeres Mews, Toronto, ON M5V 0G8, Canada",43.6375235,-79.400877,3100
1,1,0,"195 Wynford Dr, North York, ON M3C 3P3, Canada",43.723587,-79.3248786,300
2,1,0,"1384 Bathurst St, Toronto, ON M5R 3J1, Canada",43.6805461,-79.4175732,2100
1,1,0,", Toronto M5G 2R3 ON, Canada",43.6599624,-79.3850953,1600
1,1,0,", Toronto M5j 0B1 ON, Canada",43.6420888,-79.3816864,1950
1,1,0,", Mississauga L5B3Z4 ON, Canada",43.5872775,-79.6391576,1950
2,2,0,"55 Regent Park Blvd, M5A2B7, Toronto, ON",43.6594213,-79.3610251,2600
1,1,0,", TORONTO M5G 2K2 ON, Canada",43.658974,-79.3840397,2000
2,2,0,"435 Richmond St West, M5V 0N3, Toronto, ON",43.6476244,-79.3968608,3000
3,2,0,"Maple Crossing Blvd, Burlington, ON L7S 2J3, Canada",43.3228434,-79.8077184,2400
3,1,0,", L7S 1R7, Burlington, ON",43.3252332,-79.8021823,3000
1,1,0,", oakville L6M3V5 ON, Canada",43.4454259,-79.7368328,1200
1,1,0,"Upper Beaches, Toronto, ON, Canada, M4C 1B4",43.6833856,-79.3094088,1800
2,1,0,", Toronto M5B 2L7 ON, Canada",43.653636,-79.3808726,2200
1,1,0,"561 Sherbourne St, Toronto, ON M4X 0A1, Canada",43.6699315,-79.3754627,2150
